country,year,sex,age,suicide_no,population,suicides_per_100k,HDI_for_year,gdp_for_year,gdp_per_capita,generation
Guatemala,1993,male,15-24 years,32,986185,3.24,0.495,11399942453,1381,Generation X
Guatemala,1993,female,55-74 years,4,348142,1.15,0.495,11399942453,1381,Silent
Guatemala,1993,female,15-24 years,10,1003449,1,0.495,11399942453,1381,Generation X
Guatemala,1993,female,35-54 years,7,746296,0.94,0.495,11399942453,1381,Boomers
Guatemala,1993,female,25-34 years,5,649869,0.77,0.495,11399942453,1381,Boomers
Guatemala,1993,male,5-14 years,5,1434745,0.35,0.495,11399942453,1381,Millenials
Guatemala,1993,female,5-14 years,4,1392070,0.29,0.495,11399942453,1381,Millenials
Guatemala,1993,female,75+ years,0,55825,0,0.495,11399942453,1381,G.I. Generation
Guatemala,1994,male,75+ years,3,49144,6.1,0.5,12983235568,1538,G.I. Generation
Guatemala,1994,male,25-34 years,30,603841,4.97,0.5,12983235568,1538,Boomers
Guatemala,1994,male,35-54 years,32,682516,4.69,0.5,12983235568,1538,Boomers
Guatemala,1994,male,15-24 years,42,1016187,4.13,0.5,12983235568,1538,Generation X
Guatemala,1994,male,55-74 years,10,336518,2.97,0.5,12983235568,1538,Silent
Guatemala,1994,female,15-24 years,11,1035674,1.06,0.5,12983235568,1538,Generation X
Guatemala,1994,female,55-74 years,3,356534,0.84,0.5,12983235568,1538,Silent
Guatemala,1994,female,25-34 years,4,667227,0.6,0.5,12983235568,1538,Boomers
Guatemala,1994,male,5-14 years,5,1456798,0.34,0.5,12983235568,1538,Millenials
Guatemala,1994,female,35-54 years,1,767533,0.13,0.5,12983235568,1538,Boomers
Guatemala,1994,female,5-14 years,1,1413928,0.07,0.5,12983235568,1538,Millenials
Guatemala,1994,female,75+ years,0,58014,0,0.5,12983235568,1538,G.I. Generation
Guatemala,1995,male,25-34 years,43,617700,6.96,0.507,14655404433,1696,Generation X
Guatemala,1995,male,35-54 years,47,696270,6.75,0.507,14655404433,1696,Boomers
Guatemala,1995,male,15-24 years,56,1048793,5.34,0.507,14655404433,1696,Generation X
Guatemala,1995,male,75+ years,2,50656,3.95,0.507,14655404433,1696,G.I. Generation
Guatemala,1995,male,55-74 years,13,342226,3.8,0.507,14655404433,1696,Silent
Guatemala,1995,female,15-24 years,18,1069684,1.68,0.507,14655404433,1696,Generation X
Guatemala,1995,female,75+ years,1,60348,1.66,0.507,14655404433,1696,G.I. Generation
Guatemala,1995,female,35-54 years,13,789773,1.65,0.507,14655404433,1696,Boomers
Guatemala,1995,female,25-34 years,9,685827,1.31,0.507,14655404433,1696,Generation X
Guatemala,1995,female,55-74 years,2,365062,0.55,0.507,14655404433,1696,Silent
Guatemala,1995,female,5-14 years,4,1435874,0.28,0.507,14655404433,1696,Millenials
Guatemala,1995,male,5-14 years,3,1479299,0.2,0.507,14655404433,1696,Millenials
Guatemala,1996,male,75+ years,4,53865,7.43,0.515,15674835615,1775,G.I. Generation
Guatemala,1996,male,25-34 years,41,634452,6.46,0.515,15674835615,1775,Generation X
Guatemala,1996,male,35-54 years,35,711024,4.92,0.515,15674835615,1775,Boomers
Guatemala,1996,male,55-74 years,17,346994,4.9,0.515,15674835615,1775,Silent
Guatemala,1996,male,15-24 years,25,1075948,2.32,0.515,15674835615,1775,Generation X
Guatemala,1996,female,15-24 years,17,1098841,1.55,0.515,15674835615,1775,Generation X
Guatemala,1996,female,25-34 years,7,706026,0.99,0.515,15674835615,1775,Generation X
Guatemala,1996,female,35-54 years,6,812204,0.74,0.515,15674835615,1775,Boomers
Guatemala,1996,female,55-74 years,2,372293,0.54,0.515,15674835615,1775,Silent
Guatemala,1996,male,5-14 years,2,1499270,0.13,0.515,15674835615,1775,Millenials
Guatemala,1996,female,5-14 years,1,1457269,0.07,0.515,15674835615,1775,Millenials
Guatemala,1996,female,75+ years,0,64140,0,0.515,15674835615,1775,G.I. Generation
Guatemala,1997,male,35-54 years,40,727096,5.5,0.523,17790026222,1967,Boomers
Guatemala,1997,male,25-34 years,29,652379,4.45,0.523,17790026222,1967,Generation X
Guatemala,1997,male,15-24 years,48,1105530,4.34,0.523,17790026222,1967,Generation X
Guatemala,1997,male,55-74 years,13,352178,3.69,0.523,17790026222,1967,Silent
Guatemala,1997,male,75+ years,2,57054,3.51,0.523,17790026222,1967,G.I. Generation
Guatemala,1997,female,15-24 years,22,1130115,1.95,0.523,17790026222,1967,Generation X
Guatemala,1997,female,35-54 years,11,836324,1.32,0.523,17790026222,1967,Boomers
Guatemala,1997,female,25-34 years,6,728049,0.82,0.523,17790026222,1967,Generation X
Guatemala,1997,female,55-74 years,2,380152,0.53,0.523,17790026222,1967,Silent
Guatemala,1997,female,5-14 years,3,1483012,0.2,0.523,17790026222,1967,Millenials
Guatemala,1997,male,5-14 years,3,1524274,0.2,0.523,17790026222,1967,Millenials
Guatemala,1997,female,75+ years,0,68042,0,0.523,17790026222,1967,G.I. Generation
Guatemala,1998,male,75+ years,6,60230,9.96,0.531,19395491993,2091,G.I. Generation
Guatemala,1998,male,25-34 years,41,671525,6.11,0.531,19395491993,2091,Generation X
Guatemala,1998,male,35-54 years,36,744377,4.84,0.531,19395491993,2091,Boomers
Guatemala,1998,male,15-24 years,54,1136859,4.75,0.531,19395491993,2091,Generation X
Guatemala,1998,male,55-74 years,14,357635,3.91,0.531,19395491993,2091,Silent
Guatemala,1998,female,75+ years,2,72064,2.78,0.531,19395491993,2091,G.I. Generation
Guatemala,1998,female,15-24 years,24,1162699,2.06,0.531,19395491993,2091,Generation X
Guatemala,1998,female,35-54 years,10,861697,1.16,0.531,19395491993,2091,Boomers
Guatemala,1998,female,55-74 years,2,388431,0.51,0.531,19395491993,2091,Silent
Guatemala,1998,female,25-34 years,3,751641,0.4,0.531,19395491993,2091,Generation X
Guatemala,1998,male,5-14 years,5,1553770,0.32,0.531,19395491993,2091,Millenials
Guatemala,1998,female,5-14 years,4,1512601,0.26,0.531,19395491993,2091,Millenials
Guatemala,1999,male,75+ years,5,63409,7.89,0.539,18318412251,1926,G.I. Generation
Guatemala,1999,male,25-34 years,54,691691,7.81,0.539,18318412251,1926,Generation X
Guatemala,1999,male,35-54 years,55,762548,7.21,0.539,18318412251,1926,Boomers
Guatemala,1999,male,15-24 years,59,1168283,5.05,0.539,18318412251,1926,Generation X
Guatemala,1999,male,55-74 years,14,363067,3.86,0.539,18318412251,1926,Silent
Guatemala,1999,female,15-24 years,18,1194770,1.51,0.539,18318412251,1926,Generation X
Guatemala,1999,female,35-54 years,10,887894,1.13,0.539,18318412251,1926,Boomers
Guatemala,1999,female,25-34 years,7,776336,0.9,0.539,18318412251,1926,Generation X
Guatemala,1999,female,55-74 years,2,396778,0.5,0.539,18318412251,1926,Silent
Guatemala,1999,female,5-14 years,5,1544869,0.32,0.539,18318412251,1926,Millenials
Guatemala,1999,male,5-14 years,5,1586803,0.32,0.539,18318412251,1926,Millenials
Guatemala,1999,female,75+ years,0,76218,0,0.539,18318412251,1926,G.I. Generation
Guatemala,2000,male,25-34 years,45,712716,6.31,0.546,19288827159,1977,Generation X
Guatemala,2000,male,55-74 years,21,368401,5.7,0.546,19288827159,1977,Silent
Guatemala,2000,male,75+ years,3,66627,4.5,0.546,19288827159,1977,G.I. Generation
Guatemala,2000,male,15-24 years,49,1199179,4.09,0.546,19288827159,1977,Generation X
Guatemala,2000,male,35-54 years,19,781304,2.43,0.546,19288827159,1977,Boomers
Guatemala,2000,female,15-24 years,20,1225314,1.63,0.546,19288827159,1977,Generation X
Guatemala,2000,female,25-34 years,8,801834,1,0.546,19288827159,1977,Generation X
Guatemala,2000,female,35-54 years,7,914858,0.77,0.546,19288827159,1977,Boomers
Guatemala,2000,female,55-74 years,2,405113,0.49,0.546,19288827159,1977,Silent
Guatemala,2000,male,5-14 years,5,1621778,0.31,0.546,19288827159,1977,Millenials
Guatemala,2000,female,5-14 years,3,1577920,0.19,0.546,19288827159,1977,Millenials
Guatemala,2000,female,75+ years,0,80541,0,0.546,19288827159,1977,G.I. Generation
Guatemala,2001,male,75+ years,5,71336,7.01,0.553,18702802395,1867,Silent
Guatemala,2001,male,35-54 years,39,802949,4.86,0.553,18702802395,1867,Boomers
Guatemala,2001,male,25-34 years,35,741173,4.72,0.553,18702802395,1867,Generation X
Guatemala,2001,male,55-74 years,17,372875,4.56,0.553,18702802395,1867,Silent
Guatemala,2001,male,15-24 years,52,1229384,4.23,0.553,18702802395,1867,Millenials
Guatemala,2001,female,15-24 years,30,1253297,2.39,0.553,18702802395,1867,Millenials
Guatemala,2001,female,25-34 years,9,831947,1.08,0.553,18702802395,1867,Generation X
Guatemala,2001,female,55-74 years,3,412890,0.73,0.553,18702802395,1867,Silent
Guatemala,2001,female,35-54 years,6,944723,0.64,0.553,18702802395,1867,Boomers
Guatemala,2001,female,5-14 years,4,1611925,0.25,0.553,18702802395,1867,Millenials
Guatemala,2001,male,5-14 years,2,1656505,0.12,0.553,18702802395,1867,Millenials
Guatemala,2001,female,75+ years,0,86093,0,0.553,18702802395,1867,Silent
Guatemala,2002,male,55-74 years,26,377333,6.89,0.56,20776669467,2022,Silent
Guatemala,2002,male,25-34 years,47,770700,6.1,0.56,20776669467,2022,Generation X
Guatemala,2002,male,35-54 years,50,826155,6.05,0.56,20776669467,2022,Boomers
Guatemala,2002,male,75+ years,4,76028,5.26,0.56,20776669467,2022,Silent
Guatemala,2002,male,15-24 years,60,1257598,4.77,0.56,20776669467,2022,Millenials
Guatemala,2002,female,75+ years,4,91705,4.36,0.56,20776669467,2022,Silent
Guatemala,2002,female,15-24 years,28,1278693,2.19,0.56,20776669467,2022,Millenials
Guatemala,2002,female,55-74 years,8,420750,1.9,0.56,20776669467,2022,Silent
Guatemala,2002,female,25-34 years,14,862814,1.62,0.56,20776669467,2022,Generation X
Guatemala,2002,female,35-54 years,9,975928,0.92,0.56,20776669467,2022,Boomers
Guatemala,2002,male,5-14 years,7,1692961,0.41,0.56,20776669467,2022,Millenials
Guatemala,2002,female,5-14 years,1,1646501,0.06,0.56,20776669467,2022,Millenials
Guatemala,2003,male,75+ years,8,80652,9.92,0.564,21917706491,2079,Silent
Guatemala,2003,male,25-34 years,51,801449,6.36,0.564,21917706491,2079,Generation X
Guatemala,2003,male,35-54 years,51,850642,6,0.564,21917706491,2079,Boomers
Guatemala,2003,male,15-24 years,67,1285345,5.21,0.564,21917706491,2079,Millenials
Guatemala,2003,male,55-74 years,17,382491,4.44,0.564,21917706491,2079,Silent
Guatemala,2003,female,15-24 years,24,1303216,1.84,0.564,21917706491,2079,Millenials
Guatemala,2003,female,35-54 years,11,1008123,1.09,0.564,21917706491,2079,Boomers
Guatemala,2003,female,55-74 years,4,429408,0.93,0.564,21917706491,2079,Silent
Guatemala,2003,female,25-34 years,7,894464,0.78,0.564,21917706491,2079,Generation X
Guatemala,2003,female,5-14 years,7,1680330,0.42,0.564,21917706491,2079,Millenials
Guatemala,2003,male,5-14 years,6,1729518,0.35,0.564,21917706491,2079,Millenials
Guatemala,2003,female,75+ years,0,97342,0,0.564,21917706491,2079,Silent
Guatemala,2004,male,25-34 years,48,833813,5.76,0.567,23965275996,2215,Generation X
Guatemala,2004,male,15-24 years,72,1314940,5.48,0.567,23965275996,2215,Millenials
Guatemala,2004,male,55-74 years,18,389441,4.62,0.567,23965275996,2215,Silent
Guatemala,2004,male,35-54 years,37,876065,4.22,0.567,23965275996,2215,Boomers
Guatemala,2004,male,75+ years,3,85192,3.52,0.567,23965275996,2215,Silent
Guatemala,2004,female,15-24 years,28,1329347,2.11,0.567,23965275996,2215,Millenials
Guatemala,2004,female,35-54 years,15,1041132,1.44,0.567,23965275996,2215,Boomers
Guatemala,2004,female,25-34 years,12,927173,1.29,0.567,23965275996,2215,Generation X
Guatemala,2004,female,55-74 years,3,439994,0.68,0.567,23965275996,2215,Silent
Guatemala,2004,female,5-14 years,8,1712578,0.47,0.567,23965275996,2215,Millenials
Guatemala,2004,male,5-14 years,6,1765148,0.34,0.567,23965275996,2215,Millenials
Guatemala,2004,female,75+ years,0,102985,0,0.567,23965275996,2215,Silent
Guatemala,2005,male,75+ years,8,89636,8.92,0.571,27211377225,2450,Silent
Guatemala,2005,male,25-34 years,42,867772,4.84,0.571,27211377225,2450,Generation X
Guatemala,2005,male,35-54 years,43,902079,4.77,0.571,27211377225,2450,Boomers
Guatemala,2005,male,15-24 years,61,1347811,4.53,0.571,27211377225,2450,Millenials
Guatemala,2005,male,55-74 years,17,398755,4.26,0.571,27211377225,2450,Silent
Guatemala,2005,female,15-24 years,40,1358448,2.94,0.571,27211377225,2450,Millenials
Guatemala,2005,female,25-34 years,11,960871,1.14,0.571,27211377225,2450,Generation X
Guatemala,2005,female,35-54 years,4,1074912,0.37,0.571,27211377225,2450,Boomers
Guatemala,2005,male,5-14 years,6,1799665,0.33,0.571,27211377225,2450,Millenials
Guatemala,2005,female,5-14 years,5,1743164,0.29,0.571,27211377225,2450,Millenials
Guatemala,2005,female,55-74 years,1,453146,0.22,0.571,27211377225,2450,Silent
Guatemala,2005,female,75+ years,0,108647,0,0.571,27211377225,2450,Silent
Guatemala,2006,male,75+ years,10,94659,10.56,0.579,30231249362,2653,Silent
Guatemala,2006,male,25-34 years,54,906782,5.96,0.579,30231249362,2653,Generation X
Guatemala,2006,male,35-54 years,55,928162,5.93,0.579,30231249362,2653,Boomers
Guatemala,2006,male,15-24 years,81,1382701,5.86,0.579,30231249362,2653,Millenials
Guatemala,2006,male,55-74 years,23,407941,5.64,0.579,30231249362,2653,Silent
Guatemala,2006,female,15-24 years,30,1388465,2.16,0.579,30231249362,2653,Millenials
Guatemala,2006,female,75+ years,2,114662,1.74,0.579,30231249362,2653,Silent
Guatemala,2006,female,25-34 years,17,997533,1.7,0.579,30231249362,2653,Generation X
Guatemala,2006,female,35-54 years,14,1108838,1.26,0.579,30231249362,2653,Boomers
Guatemala,2006,female,55-74 years,3,466943,0.64,0.579,30231249362,2653,Silent
Guatemala,2006,female,5-14 years,5,1770281,0.28,0.579,30231249362,2653,Millenials
Guatemala,2006,male,5-14 years,4,1830167,0.22,0.579,30231249362,2653,Millenials
Guatemala,2007,male,35-54 years,74,956182,7.74,0.588,34113107086,2914,Boomers
Guatemala,2007,male,25-34 years,69,948435,7.28,0.588,34113107086,2914,Generation X
Guatemala,2007,male,75+ years,7,99526,7.03,0.588,34113107086,2914,Silent
Guatemala,2007,male,55-74 years,26,419760,6.19,0.588,34113107086,2914,Silent
Guatemala,2007,male,15-24 years,84,1420153,5.91,0.588,34113107086,2914,Millenials
Guatemala,2007,female,15-24 years,34,1420815,2.39,0.588,34113107086,2914,Millenials
Guatemala,2007,female,35-54 years,12,1144742,1.05,0.588,34113107086,2914,Boomers
Guatemala,2007,female,75+ years,1,120646,0.83,0.588,34113107086,2914,Silent
Guatemala,2007,female,25-34 years,7,1036031,0.68,0.588,34113107086,2914,Generation X
Guatemala,2007,female,55-74 years,3,483657,0.62,0.588,34113107086,2914,Silent
Guatemala,2007,female,5-14 years,7,1797379,0.39,0.588,34113107086,2914,Generation Z
Guatemala,2007,male,5-14 years,3,1861071,0.16,0.588,34113107086,2914,Generation Z
Guatemala,2008,male,25-34 years,92,991424,9.28,0.594,39136893345,3252,Generation X
Guatemala,2008,male,35-54 years,91,986586,9.22,0.594,39136893345,3252,Boomers
Guatemala,2008,male,15-24 years,132,1459853,9.04,0.594,39136893345,3252,Millenials
Guatemala,2008,male,55-74 years,39,433507,9,0.594,39136893345,3252,Silent
Guatemala,2008,male,75+ years,9,104188,8.64,0.594,39136893345,3252,Silent
Guatemala,2008,female,15-24 years,57,1455218,3.92,0.594,39136893345,3252,Millenials
Guatemala,2008,female,35-54 years,25,1182879,2.11,0.594,39136893345,3252,Boomers
Guatemala,2008,female,25-34 years,22,1075126,2.05,0.594,39136893345,3252,Generation X
Guatemala,2008,female,5-14 years,16,1823676,0.88,0.594,39136893345,3252,Generation Z
Guatemala,2008,male,5-14 years,8,1891253,0.42,0.594,39136893345,3252,Generation Z
Guatemala,2008,female,55-74 years,1,502605,0.2,0.594,39136893345,3252,Silent
Guatemala,2008,female,75+ years,0,126570,0,0.594,39136893345,3252,Silent
Guatemala,2009,male,75+ years,12,108534,11.06,0.597,37733994976,3053,Silent
Guatemala,2009,male,35-54 years,109,1019866,10.69,0.597,37733994976,3053,Boomers
Guatemala,2009,male,55-74 years,38,448004,8.48,0.597,37733994976,3053,Silent
Guatemala,2009,male,25-34 years,82,1033623,7.93,0.597,37733994976,3053,Generation X
Guatemala,2009,male,15-24 years,118,1500901,7.86,0.597,37733994976,3053,Millenials
Guatemala,2009,female,15-24 years,69,1490780,4.63,0.597,37733994976,3053,Millenials
Guatemala,2009,female,25-34 years,38,1112873,3.41,0.597,37733994976,3053,Generation X
Guatemala,2009,female,35-54 years,25,1223531,2.04,0.597,37733994976,3053,Boomers
Guatemala,2009,female,55-74 years,3,522645,0.57,0.597,37733994976,3053,Silent
Guatemala,2009,female,5-14 years,10,1847847,0.54,0.597,37733994976,3053,Generation Z
Guatemala,2009,male,5-14 years,7,1919024,0.36,0.597,37733994976,3053,Generation Z
Guatemala,2009,female,75+ years,0,132317,0,0.597,37733994976,3053,Silent
Guatemala,2010,male,25-34 years,76,1073765,7.08,0.602,41338595381,3260,Generation X
Guatemala,2010,male,35-54 years,69,1056351,6.53,0.602,41338595381,3260,Generation X
Guatemala,2010,male,15-24 years,91,1542758,5.9,0.602,41338595381,3260,Millenials
Guatemala,2010,male,55-74 years,23,462550,4.97,0.602,41338595381,3260,Silent
Guatemala,2010,male,75+ years,5,112524,4.44,0.602,41338595381,3260,Silent
Guatemala,2010,female,15-24 years,43,1526942,2.82,0.602,41338595381,3260,Millenials
Guatemala,2010,female,25-34 years,21,1148170,1.83,0.602,41338595381,3260,Generation X
Guatemala,2010,female,35-54 years,8,1266987,0.63,0.602,41338595381,3260,Generation X
Guatemala,2010,female,55-74 years,3,543090,0.55,0.602,41338595381,3260,Silent
Guatemala,2010,female,5-14 years,7,1868422,0.37,0.602,41338595381,3260,Generation Z
Guatemala,2010,male,5-14 years,6,1942723,0.31,0.602,41338595381,3260,Generation Z
Guatemala,2010,female,75+ years,0,137869,0,0.602,41338595381,3260,Silent
Guatemala,2011,male,15-24 years,105,1586755,6.62,0.607,47654841113,3661,Millenials
Guatemala,2011,male,25-34 years,58,1115150,5.2,0.607,47654841113,3661,Millenials
Guatemala,2011,male,35-54 years,55,1097919,5.01,0.607,47654841113,3661,Generation X
Guatemala,2011,male,55-74 years,23,476741,4.82,0.607,47654841113,3661,Boomers
Guatemala,2011,male,75+ years,5,117667,4.25,0.607,47654841113,3661,Silent
Guatemala,2011,female,15-24 years,59,1565706,3.77,0.607,47654841113,3661,Millenials
Guatemala,2011,female,25-34 years,23,1184080,1.94,0.607,47654841113,3661,Millenials
Guatemala,2011,female,55-74 years,5,563744,0.89,0.607,47654841113,3661,Boomers
Guatemala,2011,female,75+ years,1,144272,0.69,0.607,47654841113,3661,Silent
Guatemala,2011,female,5-14 years,12,1886847,0.64,0.607,47654841113,3661,Generation Z
Guatemala,2011,female,35-54 years,8,1314716,0.61,0.607,47654841113,3661,Generation X
Guatemala,2011,male,5-14 years,5,1963745,0.25,0.607,47654841113,3661,Generation Z
Guatemala,2012,male,15-24 years,118,1629819,7.24,0.613,50388454861,3779,Millenials
Guatemala,2012,male,55-74 years,34,490894,6.93,0.613,50388454861,3779,Boomers
Guatemala,2012,male,35-54 years,77,1142067,6.74,0.613,50388454861,3779,Generation X
Guatemala,2012,male,75+ years,8,122325,6.54,0.613,50388454861,3779,Silent
Guatemala,2012,male,25-34 years,61,1153737,5.29,0.613,50388454861,3779,Millenials
Guatemala,2012,female,15-24 years,63,1603593,3.93,0.613,50388454861,3779,Millenials
Guatemala,2012,female,25-34 years,20,1216962,1.64,0.613,50388454861,3779,Millenials
Guatemala,2012,female,35-54 years,12,1364473,0.88,0.613,50388454861,3779,Generation X
Guatemala,2012,female,55-74 years,5,584720,0.86,0.613,50388454861,3779,Boomers
Guatemala,2012,female,75+ years,1,150302,0.67,0.613,50388454861,3779,Silent
Guatemala,2012,male,5-14 years,12,1977712,0.61,0.613,50388454861,3779,Generation Z
Guatemala,2012,female,5-14 years,9,1898821,0.47,0.613,50388454861,3779,Generation Z
Guatemala,2013,male,15-24 years,124,1672018,7.42,0.616,53851058955,3947,Millenials
Guatemala,2013,male,35-54 years,83,1189282,6.98,0.616,53851058955,3947,Generation X
Guatemala,2013,male,25-34 years,79,1190771,6.63,0.616,53851058955,3947,Millenials
Guatemala,2013,male,55-74 years,31,505337,6.13,0.616,53851058955,3947,Boomers
Guatemala,2013,male,75+ years,6,126586,4.74,0.616,53851058955,3947,Silent
Guatemala,2013,female,15-24 years,73,1640626,4.45,0.616,53851058955,3947,Millenials
Guatemala,2013,female,25-34 years,26,1248143,2.08,0.616,53851058955,3947,Millenials
Guatemala,2013,female,35-54 years,12,1416674,0.85,0.616,53851058955,3947,Generation X
Guatemala,2013,female,5-14 years,10,1904849,0.52,0.616,53851058955,3947,Generation Z
Guatemala,2013,female,55-74 years,3,606295,0.49,0.616,53851058955,3947,Boomers
Guatemala,2013,male,5-14 years,8,1985171,0.4,0.616,53851058955,3947,Generation Z
Guatemala,2013,female,75+ years,0,156126,0,0.616,53851058955,3947,Silent
Iceland,1990,male,15-24 years,10,21400,46.73,0.804,6372905073,27316,Generation X
Iceland,1990,male,55-74 years,8,17700,45.2,0.804,6372905073,27316,G.I. Generation
Iceland,1990,male,25-34 years,9,21700,41.47,0.804,6372905073,27316,Boomers
Iceland,1990,male,35-54 years,8,29800,26.85,0.804,6372905073,27316,Silent
Iceland,1990,female,35-54 years,3,28600,10.49,0.804,6372905073,27316,Silent
Iceland,1990,female,15-24 years,1,20700,4.83,0.804,6372905073,27316,Generation X
Iceland,1990,female,25-34 years,1,21100,4.74,0.804,6372905073,27316,Boomers
Iceland,1990,female,5-14 years,0,20600,0,0.804,6372905073,27316,Generation X
Iceland,1990,female,55-74 years,0,18700,0,0.804,6372905073,27316,G.I. Generation
Iceland,1990,female,75+ years,0,6800,0,0.804,6372905073,27316,G.I. Generation
Iceland,1990,male,5-14 years,0,21500,0,0.804,6372905073,27316,Generation X
Iceland,1990,male,75+ years,0,4700,0,0.804,6372905073,27316,G.I. Generation
Iceland,1991,male,15-24 years,13,21300,61.03,0.817,6807365898,28857,Generation X
Iceland,1991,male,75+ years,2,4800,41.67,0.817,6807365898,28857,G.I. Generation
Iceland,1991,male,55-74 years,5,17700,28.25,0.817,6807365898,28857,Silent
Iceland,1991,male,35-54 years,6,30900,19.42,0.817,6807365898,28857,Boomers
Iceland,1991,female,55-74 years,3,19000,15.79,0.817,6807365898,28857,Silent
Iceland,1991,male,25-34 years,3,21900,13.7,0.817,6807365898,28857,Boomers
Iceland,1991,female,35-54 years,3,29500,10.17,0.817,6807365898,28857,Boomers
Iceland,1991,female,15-24 years,1,20600,4.85,0.817,6807365898,28857,Generation X
Iceland,1991,female,5-14 years,1,20600,4.85,0.817,6807365898,28857,Millenials
Iceland,1991,female,25-34 years,0,21300,0,0.817,6807365898,28857,Boomers
Iceland,1991,female,75+ years,0,7000,0,0.817,6807365898,28857,G.I. Generation
Iceland,1991,male,5-14 years,0,21300,0,0.817,6807365898,28857,Millenials
Iceland,1992,male,25-34 years,9,21900,41.1,0.82,6976080331,29311,Boomers
Iceland,1992,male,55-74 years,4,17900,22.35,0.82,6976080331,29311,Silent
Iceland,1992,male,15-24 years,4,21200,18.87,0.82,6976080331,29311,Generation X
Iceland,1992,male,35-54 years,6,31900,18.81,0.82,6976080331,29311,Boomers
Iceland,1992,female,55-74 years,2,19000,10.53,0.82,6976080331,29311,Silent
Iceland,1992,female,35-54 years,2,30500,6.56,0.82,6976080331,29311,Boomers
Iceland,1992,female,25-34 years,1,21400,4.67,0.82,6976080331,29311,Boomers
Iceland,1992,female,15-24 years,0,20500,0,0.82,6976080331,29311,Generation X
Iceland,1992,female,5-14 years,0,20500,0,0.82,6976080331,29311,Millenials
Iceland,1992,female,75+ years,0,7000,0,0.82,6976080331,29311,G.I. Generation
Iceland,1992,male,5-14 years,0,21400,0,0.82,6976080331,29311,Millenials
Iceland,1992,male,75+ years,0,4800,0,0.82,6976080331,29311,G.I. Generation
Iceland,1993,male,15-24 years,5,21000,23.81,0.821,6126456175,25474,Generation X
Iceland,1993,male,55-74 years,4,18100,22.1,0.821,6126456175,25474,Silent
Iceland,1993,male,35-54 years,7,32800,21.34,0.821,6126456175,25474,Boomers
Iceland,1993,male,25-34 years,3,21700,13.82,0.821,6126456175,25474,Boomers
Iceland,1993,female,35-54 years,4,31500,12.7,0.821,6126456175,25474,Boomers
Iceland,1993,female,55-74 years,2,19000,10.53,0.821,6126456175,25474,Silent
Iceland,1993,female,25-34 years,1,21200,4.72,0.821,6126456175,25474,Boomers
Iceland,1993,female,15-24 years,0,20400,0,0.821,6126456175,25474,Generation X
Iceland,1993,female,5-14 years,0,20700,0,0.821,6126456175,25474,Millenials
Iceland,1993,female,75+ years,0,7300,0,0.821,6126456175,25474,G.I. Generation
Iceland,1993,male,5-14 years,0,21800,0,0.821,6126456175,25474,Millenials
Iceland,1993,male,75+ years,0,5000,0,0.821,6126456175,25474,G.I. Generation
Iceland,1994,female,75+ years,2,7300,27.4,0.826,6294803497,25937,G.I. Generation
Iceland,1994,male,15-24 years,5,21100,23.7,0.826,6294803497,25937,Generation X
Iceland,1994,male,35-54 years,8,33800,23.67,0.826,6294803497,25937,Boomers
Iceland,1994,male,55-74 years,4,18200,21.98,0.826,6294803497,25937,Silent
Iceland,1994,male,25-34 years,4,21500,18.6,0.826,6294803497,25937,Boomers
Iceland,1994,female,55-74 years,1,19200,5.21,0.826,6294803497,25937,Silent
Iceland,1994,female,15-24 years,1,20500,4.88,0.826,6294803497,25937,Generation X
Iceland,1994,female,25-34 years,0,21000,0,0.826,6294803497,25937,Boomers
Iceland,1994,female,35-54 years,0,32500,0,0.826,6294803497,25937,Boomers
Iceland,1994,female,5-14 years,0,20700,0,0.826,6294803497,25937,Millenials
Iceland,1994,male,5-14 years,0,21900,0,0.826,6294803497,25937,Millenials
Iceland,1994,male,75+ years,0,5000,0,0.826,6294803497,25937,G.I. Generation
Iceland,1995,male,25-34 years,8,21000,38.1,0.829,7018100153,28680,Generation X
Iceland,1995,male,55-74 years,5,18300,27.32,0.829,7018100153,28680,Silent
Iceland,1995,male,15-24 years,4,21300,18.78,0.829,7018100153,28680,Generation X
Iceland,1995,male,35-54 years,5,34900,14.33,0.829,7018100153,28680,Boomers
Iceland,1995,female,75+ years,1,7500,13.33,0.829,7018100153,28680,G.I. Generation
Iceland,1995,female,25-34 years,2,20700,9.66,0.829,7018100153,28680,Generation X
Iceland,1995,female,55-74 years,1,19400,5.15,0.829,7018100153,28680,Silent
Iceland,1995,female,35-54 years,1,33400,2.99,0.829,7018100153,28680,Boomers
Iceland,1995,female,15-24 years,0,20500,0,0.829,7018100153,28680,Generation X
Iceland,1995,female,5-14 years,0,20700,0,0.829,7018100153,28680,Millenials
Iceland,1995,male,5-14 years,0,21900,0,0.829,7018100153,28680,Millenials
Iceland,1995,male,75+ years,0,5100,0,0.829,7018100153,28680,G.I. Generation
Iceland,1996,male,25-34 years,9,20500,43.9,0.834,7330965239,29740,Generation X
Iceland,1996,male,75+ years,2,5400,37.04,0.834,7330965239,29740,G.I. Generation
Iceland,1996,male,35-54 years,8,35700,22.41,0.834,7330965239,29740,Boomers
Iceland,1996,male,55-74 years,4,18300,21.86,0.834,7330965239,29740,Silent
Iceland,1996,male,15-24 years,4,21500,18.6,0.834,7330965239,29740,Generation X
Iceland,1996,female,75+ years,1,7600,13.16,0.834,7330965239,29740,G.I. Generation
